metric,k,mean_null,mean_cluster,delta,ci_low,ci_high,perm_p,cohens_d
d_avg,74.0,0.3252449412422902,0.1816366853169022,0.143608255925388,,,1.999960000799984e-05,19.22928263695213
d_avg,75.0,0.3142579079592125,0.1838700125931338,0.1303878953660786,,,1.999960000799984e-05,19.22928263695213
d_avg,76.0,0.3358749455249232,0.1806103308709717,0.1552646146539515,,,1.999960000799984e-05,19.22928263695213
d_avg,77.0,0.3250912435490183,0.184311354540642,0.1407798890083762,,,1.999960000799984e-05,19.22928263695213
d_avg,78.0,0.3038379752268961,0.1832154547759063,0.1206225204509897,,,1.999960000799984e-05,19.22928263695213
d_avg,79.0,0.3215947602854803,0.1839730002753553,0.137621760010125,,,1.999960000799984e-05,19.22928263695213
d_avg,80.0,0.331588579949238,0.1824892252410468,0.1490993547081912,,,1.999960000799984e-05,19.22928263695213
d_avg,81.0,0.3244802927210914,0.1832775550770235,0.1412027376440678,,,1.999960000799984e-05,19.22928263695213
d_avg,82.0,0.3202025612103497,0.1831777598424679,0.1370248013678818,,,1.999960000799984e-05,19.22928263695213
d_avg,83.0,0.312056359879627,0.184652198797253,0.1274041610823739,,,1.999960000799984e-05,19.22928263695213
d_avg,84.0,0.3187368484926863,0.1840418572693902,0.134694991223296,,,1.999960000799984e-05,19.22928263695213
d_avg,85.0,0.3093176744789124,0.1827348190516713,0.1265828554272411,,,1.999960000799984e-05,19.22928263695213
d_avg,86.0,0.3170637562458469,0.1822598500870741,0.1348039061587727,,,1.999960000799984e-05,19.22928263695213
d_avg,87.0,0.3121933636054596,0.1830571204343215,0.129136243171138,,,1.999960000799984e-05,19.22928263695213
d_avg,88.0,0.3252175698015541,0.1849402458997754,0.1402773239017787,,,1.999960000799984e-05,19.22928263695213
d_avg,89.0,0.3015720572421536,0.18195868611797,0.1196133711241835,,,1.999960000799984e-05,19.22928263695213
d_avg,90.0,0.320157417030868,0.1825719750960665,0.1375854419348014,,,1.999960000799984e-05,19.22928263695213
d_avg,91.0,0.3283919664065958,0.1819953741886807,0.1463965922179151,,,1.999960000799984e-05,19.22928263695213
d_avg,92.0,0.311864950317647,0.1847774917563215,0.1270874585613254,,,1.999960000799984e-05,19.22928263695213
d_avg,93.0,0.3177009171970016,0.1849953363323692,0.1327055808646323,,,1.999960000799984e-05,19.22928263695213
d_avg,94.0,0.3135980006684069,0.1828690231613584,0.1307289775070484,,,1.999960000799984e-05,19.22928263695213
d_avg,95.0,0.3369740095715582,0.1863637825954812,0.1506102269760769,,,1.999960000799984e-05,19.22928263695213
d_avg,96.0,0.3040912036286152,0.1825300414131684,0.1215611622154467,,,1.999960000799984e-05,19.22928263695213
d_avg,97.0,0.30265011022702,0.1837322246250292,0.1189178856019908,,,1.999960000799984e-05,19.22928263695213
d_avg,98.0,0.3138827478928437,0.1817317057029731,0.1321510421898706,,,1.999960000799984e-05,19.22928263695213
d_avg,99.0,0.3273702920790607,0.1838603009317118,0.1435099911473489,,,1.999960000799984e-05,19.22928263695213
d_avg,100.0,0.3264513064555837,0.1833794062676398,0.1430719001879438,,,1.999960000799984e-05,19.22928263695213
d_avg,101.0,0.3293321842810223,0.1850045810043084,0.1443276032767138,,,1.999960000799984e-05,19.22928263695213
d_avg,102.0,0.3003819654752914,0.183149573332529,0.1172323921427623,,,1.999960000799984e-05,19.22928263695213
d_avg,103.0,0.32106959504068,0.1813607266534505,0.1397088683872294,,,1.999960000799984e-05,19.22928263695213
d_avg,104.0,0.3038301793732668,0.1846112529063101,0.1192189264669566,,,1.999960000799984e-05,19.22928263695213
d_avg,105.0,0.3226433842304449,0.184624399835725,0.1380189843947198,,,1.999960000799984e-05,19.22928263695213
d_avg,106.0,0.3175010732832682,0.1835309601034762,0.133970113179792,,,1.999960000799984e-05,19.22928263695213
d_avg,107.0,0.3306423041131034,0.1817968772504444,0.148845426862659,,,1.999960000799984e-05,19.22928263695213
d_avg,108.0,0.3328907111129632,0.1813207177333828,0.1515699933795804,,,1.999960000799984e-05,19.22928263695213
d_avg,109.0,0.3043282440181046,0.1820490916793341,0.1222791523387704,,,1.999960000799984e-05,19.22928263695213
d_avg,110.0,0.3079653037720664,0.1806704030805484,0.1272949006915179,,,1.999960000799984e-05,19.22928263695213
d_avg,111.0,0.3278340180956832,0.1808308532225855,0.1470031648730977,,,1.999960000799984e-05,19.22928263695213
d_avg,112.0,0.3295338006665486,0.1838437609861404,0.1456900396804082,,,1.999960000799984e-05,19.22928263695213
d_avg,113.0,0.3063923539240569,0.1828387647685566,0.1235535891555002,,,1.999960000799984e-05,19.22928263695213
d_avg,114.0,0.3285689882628883,0.1921904025484859,0.1363785857144024,,,1.999960000799984e-05,19.22928263695213
d_avg,115.0,0.3081524488994085,0.1848453565656647,0.1233070923337437,,,1.999960000799984e-05,19.22928263695213
d_avg,116.0,0.2990177418390125,0.19168822194923,0.1073295198897824,,,1.999960000799984e-05,19.22928263695213
d_avg,117.0,0.3214275629228285,0.1831653666281296,0.1382621962946988,,,1.999960000799984e-05,19.22928263695213
d_avg,118.0,0.3119607627227596,0.185162108516988,0.1267986542057715,,,1.999960000799984e-05,19.22928263695213
d_avg,119.0,0.3220957505532951,0.1811713703858752,0.1409243801674199,,,1.999960000799984e-05,19.22928263695213
d_avg,120.0,0.3116503019908096,0.1844149143797409,0.1272353876110686,,,1.999960000799984e-05,19.22928263695213
d_avg,121.0,0.3314936919444867,0.1828631706432057,0.148630521301281,,,1.999960000799984e-05,19.22928263695213
d_avg,122.0,0.3257683470473436,0.1834106823653304,0.1423576646820131,,,1.999960000799984e-05,19.22928263695213
d_avg,123.0,0.3356314094641056,0.1834933336046996,0.152138075859406,,,1.999960000799984e-05,19.22928263695213
d_avg,124.0,0.3189793669285907,0.1837621325524017,0.135217234376189,,,1.999960000799984e-05,19.22928263695213
d_avg,125.0,0.3181464642188911,0.1836470953983349,0.1344993688205562,,,1.999960000799984e-05,19.22928263695213
d_avg,126.0,0.3380750692139032,0.1808482374683266,0.1572268317455765,,,1.999960000799984e-05,19.22928263695213
d_avg,127.0,0.3048213209821971,0.1834255465181296,0.1213957744640675,,,1.999960000799984e-05,19.22928263695213
d_avg,128.0,0.3265636660663527,0.1831087370687407,0.143454928997612,,,1.999960000799984e-05,19.22928263695213
d_avg,129.0,0.3075735677151708,0.1809154176128779,0.1266581501022928,,,1.999960000799984e-05,19.22928263695213
d_avg,130.0,0.3191511323934747,0.1816984502637638,0.1374526821297108,,,1.999960000799984e-05,19.22928263695213
d_avg,131.0,0.325616739723418,0.182511537810591,0.1431052019128269,,,1.999960000799984e-05,19.22928263695213
d_avg,132.0,0.3272818860869443,0.1835144732353081,0.1437674128516362,,,1.999960000799984e-05,19.22928263695213
d_avg,133.0,0.323254455967167,0.1852418658126288,0.1380125901545382,,,1.999960000799984e-05,19.22928263695213
d_avg,134.0,0.3193573880476649,0.1814012404880111,0.1379561475596538,,,1.999960000799984e-05,19.22928263695213
d_avg,135.0,0.327367657201057,0.1832761595685396,0.1440914976325174,,,1.999960000799984e-05,19.22928263695213
d_avg,136.0,0.3188831763545046,0.1861280893072946,0.13275508704721,,,1.999960000799984e-05,19.22928263695213
d_avg,137.0,0.298279934317812,0.1839298240518099,0.1143501102660021,,,1.999960000799984e-05,19.22928263695213
d_avg,138.0,0.3129793252458688,0.1808638125296472,0.1321155127162216,,,1.999960000799984e-05,19.22928263695213
d_avg,139.0,0.3247582820825807,0.1807154966076668,0.1440427854749139,,,1.999960000799984e-05,19.22928263695213
d_avg,140.0,0.3177838478952309,0.181891037187366,0.1358928107078649,,,1.999960000799984e-05,19.22928263695213
d_avg,141.0,0.32199465810613,0.1844951709777613,0.1374994871283687,,,1.999960000799984e-05,19.22928263695213
d_avg,142.0,0.3113801101350475,0.180749911500474,0.1306301986345734,,,1.999960000799984e-05,19.22928263695213
d_avg,143.0,0.3181025383299873,0.1814009275433711,0.1367016107866162,,,1.999960000799984e-05,19.22928263695213
d_avg,144.0,0.316875258966119,0.183558479634205,0.133316779331914,,,1.999960000799984e-05,19.22928263695213
d_avg,145.0,0.3301897279597509,0.1841646213224101,0.1460251066373407,,,1.999960000799984e-05,19.22928263695213
d_avg,146.0,0.3120846604360837,0.1843206207096031,0.1277640397264805,,,1.999960000799984e-05,19.22928263695213
d_avg,147.0,0.3197018887862587,0.1819305892698924,0.1377712995163663,,,1.999960000799984e-05,19.22928263695213
d_avg,148.0,0.3355314102752957,0.1827091196373233,0.1528222906379723,,,1.999960000799984e-05,19.22928263695213
d_avg,149.0,0.3146547479651426,0.1831853198756911,0.1314694280894515,,,1.999960000799984e-05,19.22928263695213
d_avg,150.0,0.3347864012439507,0.187433576219534,0.1473528250244167,,,1.999960000799984e-05,19.22928263695213
d_avg,151.0,0.3246307536150608,0.1828992758810357,0.141731477734025,,,1.999960000799984e-05,19.22928263695213
d_avg,152.0,0.3271524968166471,0.1850755239104335,0.1420769729062135,,,1.999960000799984e-05,19.22928263695213
d_avg,153.0,0.3241465960308748,0.1827898751707919,0.1413567208600829,,,1.999960000799984e-05,19.22928263695213
d_avg,154.0,0.3169576875663218,0.1827791524951473,0.1341785350711744,,,1.999960000799984e-05,19.22928263695213
d_avg,155.0,0.327562450651821,0.1824251572567383,0.1451372933950826,,,1.999960000799984e-05,19.22928263695213
d_avg,156.0,0.3321914248888335,0.1825554932831516,0.1496359316056819,,,1.999960000799984e-05,19.22928263695213
d_avg,157.0,0.3130951839211906,0.1859934983738201,0.1271016855473705,,,1.999960000799984e-05,19.22928263695213
d_avg,158.0,0.3116046236388368,0.1811491854830573,0.1304554381557794,,,1.999960000799984e-05,19.22928263695213
d_avg,159.0,0.3279084620322992,0.18382524339322,0.1440832186390791,,,1.999960000799984e-05,19.22928263695213
d_avg,160.0,0.3326388552282167,0.1786586350878181,0.1539802201403986,,,1.999960000799984e-05,19.22928263695213
d_avg,161.0,0.3379822739044801,0.1843130402864591,0.1536692336180209,,,1.999960000799984e-05,19.22928263695213
d_avg,162.0,0.3095647761126172,0.1836257498778884,0.1259390262347287,,,1.999960000799984e-05,19.22928263695213
d_avg,163.0,0.3209704599065716,0.1820213044072434,0.1389491554993281,,,1.999960000799984e-05,19.22928263695213
d_avg,164.0,0.320341816795971,0.1816705276717335,0.1386712891242375,,,1.999960000799984e-05,19.22928263695213
d_avg,165.0,0.3201165050870941,0.1813727089956359,0.1387437960914582,,,1.999960000799984e-05,19.22928263695213
d_avg,166.0,0.3169285370286315,0.1810493471404128,0.1358791898882187,,,1.999960000799984e-05,19.22928263695213
d_avg,167.0,0.3124620227267047,0.1815575140001137,0.130904508726591,,,1.999960000799984e-05,19.22928263695213
d_avg,168.0,0.3147669764188737,0.1809373490662937,0.13382962735258,,,1.999960000799984e-05,19.22928263695213
d_avg,169.0,0.3130811428792601,0.1823318134891932,0.1307493293900669,,,1.999960000799984e-05,19.22928263695213
d_avg,170.0,0.3089370320132474,0.1823543788830717,0.1265826531301757,,,1.999960000799984e-05,19.22928263695213
d_avg,171.0,0.3117283689428321,0.1832779626247582,0.1284504063180739,,,1.999960000799984e-05,19.22928263695213
d_avg,172.0,0.3197537751399628,0.1821188159340168,0.1376349592059459,,,1.999960000799984e-05,19.22928263695213
d_avg,173.0,0.3094115718001619,0.1813293977685383,0.1280821740316235,,,1.999960000799984e-05,19.22928263695213
d_avg,174.0,0.3315489215466409,0.1831362295410974,0.1484126920055435,,,1.999960000799984e-05,19.22928263695213
d_avg,175.0,0.3314940146780822,0.1833626085940763,0.1481314060840059,,,1.999960000799984e-05,19.22928263695213
d_avg,176.0,0.3173825626020161,0.1814059124534845,0.1359766501485316,,,1.999960000799984e-05,19.22928263695213
d_avg,177.0,0.3057633146192275,0.1813067513213038,0.1244565632979237,,,1.999960000799984e-05,19.22928263695213
d_avg,178.0,0.3017980774248553,0.1808171161093675,0.1209809613154877,,,1.999960000799984e-05,19.22928263695213
d_avg,179.0,0.3291958870992439,0.1847979106966799,0.144397976402564,,,1.999960000799984e-05,19.22928263695213
d_avg,180.0,0.3129291126712554,0.1823329181476417,0.1305961945236137,,,1.999960000799984e-05,19.22928263695213
d_avg,181.0,0.3139914765189273,0.1828161582040761,0.1311753183148511,,,1.999960000799984e-05,19.22928263695213
d_avg,182.0,0.3221905089936323,0.182512134545914,0.1396783744477182,,,1.999960000799984e-05,19.22928263695213
d_avg,183.0,0.3179382614015569,0.1843542936541236,0.1335839677474333,,,1.999960000799984e-05,19.22928263695213
d_avg,184.0,0.3316976766328618,0.1845310910165784,0.1471665856162834,,,1.999960000799984e-05,19.22928263695213
d_avg,185.0,0.3239103718678604,0.1801213228810558,0.1437890489868045,,,1.999960000799984e-05,19.22928263695213
d_avg,186.0,0.3224439331232396,0.1838227480387819,0.1386211850844577,,,1.999960000799984e-05,19.22928263695213
d_avg,187.0,0.3038385264497139,0.1829885281511807,0.1208499982985331,,,1.999960000799984e-05,19.22928263695213
d_avg,188.0,0.3155441391843736,0.1823993165225447,0.1331448226618288,,,1.999960000799984e-05,19.22928263695213
d_avg,189.0,0.3362488389552006,0.1830002531576097,0.1532485857975908,,,1.999960000799984e-05,19.22928263695213
d_avg,190.0,0.3126488231057648,0.181812741343235,0.1308360817625297,,,1.999960000799984e-05,19.22928263695213
d_avg,191.0,0.3276755785931708,0.1823303887784184,0.1453451898147524,,,1.999960000799984e-05,19.22928263695213
d_avg,192.0,0.3119886396742538,0.1777314577414749,0.1342571819327788,,,1.999960000799984e-05,19.22928263695213
d_avg,193.0,0.3263091804147231,0.1814958682180241,0.1448133121966989,,,1.999960000799984e-05,19.22928263695213
d_avg,194.0,0.3298298592278956,0.1842403963262509,0.1455894629016446,,,1.999960000799984e-05,19.22928263695213
d_avg,195.0,0.3255618106286539,0.1847162709821869,0.140845539646467,,,1.999960000799984e-05,19.22928263695213
d_avg,196.0,0.3150674532864486,0.1837160583132847,0.1313513949731638,,,1.999960000799984e-05,19.22928263695213
d_avg,197.0,0.3223027858568463,0.1815683971296723,0.1407343887271739,,,1.999960000799984e-05,19.22928263695213
d_avg,198.0,0.3260495336261532,0.1834485842007769,0.1426009494253763,,,1.999960000799984e-05,19.22928263695213
d_avg,199.0,0.3235335941567017,0.1839873033036996,0.139546290853002,,,1.999960000799984e-05,19.22928263695213
d_avg,200.0,0.336161611337464,0.1820789812672408,0.1540826300702231,,,1.999960000799984e-05,19.22928263695213
d_avg,201.0,0.3213681695315717,0.1861583051849272,0.1352098643466445,,,1.999960000799984e-05,19.22928263695213
d_avg,202.0,0.3277602638219098,0.1823512127879896,0.1454090510339202,,,1.999960000799984e-05,19.22928263695213
d_avg,203.0,0.3298954340142676,0.185043011691155,0.1448524223231126,,,1.999960000799984e-05,19.22928263695213
d_avg,204.0,0.3195611129296722,0.1826197906479911,0.136941322281681,,,1.999960000799984e-05,19.22928263695213
d_avg,205.0,0.3387197332291116,0.1867813045838938,0.1519384286452177,,,1.999960000799984e-05,19.22928263695213
d_avg,206.0,0.3158796919829306,0.1809663585601463,0.1349133334227842,,,1.999960000799984e-05,19.22928263695213
d_avg,207.0,0.3336034141816524,0.1806266238445647,0.1529767903370877,,,1.999960000799984e-05,19.22928263695213
d_avg,208.0,0.3235038530923824,0.1839173525056391,0.1395865005867432,,,1.999960000799984e-05,19.22928263695213
d_avg,209.0,0.3222695961567363,0.1829899624081975,0.1392796337485387,,,1.999960000799984e-05,19.22928263695213
d_avg,210.0,0.3308346484467362,0.1835423110972182,0.147292337349518,,,1.999960000799984e-05,19.22928263695213
d_avg,211.0,0.3181875444345748,0.180307400490063,0.1378801439445117,,,1.999960000799984e-05,19.22928263695213
d_avg,212.0,0.3237172460914215,0.1804011401318611,0.1433161059595604,,,1.999960000799984e-05,19.22928263695213
d_avg,213.0,0.3114518747229409,0.1841231118139645,0.1273287629089763,,,1.999960000799984e-05,19.22928263695213
d_avg,214.0,0.3166952998928183,0.1831616652480001,0.1335336346448182,,,1.999960000799984e-05,19.22928263695213
d_avg,215.0,0.3116333517897011,0.1827016146141334,0.1289317371755677,,,1.999960000799984e-05,19.22928263695213
d_avg,216.0,0.3420152057504741,0.1827912682938328,0.1592239374566413,,,1.999960000799984e-05,19.22928263695213
d_avg,217.0,0.3302098601764161,0.1807262340263302,0.1494836261500859,,,1.999960000799984e-05,19.22928263695213
d_avg,218.0,0.3159242448829638,0.1843065311774667,0.131617713705497,,,1.999960000799984e-05,19.22928263695213
d_avg,219.0,0.3203705909194859,0.1836174237088297,0.1367531672106562,,,1.999960000799984e-05,19.22928263695213
d_avg,220.0,0.3264624775225492,0.1829269815345914,0.1435354959879577,,,1.999960000799984e-05,19.22928263695213
d_avg,221.0,0.3141193980098541,0.1811252310669555,0.1329941669428986,,,1.999960000799984e-05,19.22928263695213
d_avg,222.0,0.3005746206811357,0.1808065758643801,0.1197680448167556,,,1.999960000799984e-05,19.22928263695213
d_avg,223.0,0.3131738060889031,0.1825708394779158,0.1306029666109873,,,1.999960000799984e-05,19.22928263695213
d_avg,224.0,0.3244424838139215,0.1816255105074961,0.1428169733064253,,,1.999960000799984e-05,19.22928263695213
d_avg,225.0,0.3280500706408308,0.1840220439582053,0.1440280266826255,,,1.999960000799984e-05,19.22928263695213
d_avg,226.0,0.3180276222683999,0.1843309236720345,0.1336966985963654,,,1.999960000799984e-05,19.22928263695213
d_avg,227.0,0.3249292575611162,0.180956431542827,0.1439728260182891,,,1.999960000799984e-05,19.22928263695213
d_avg,228.0,0.3270679057499505,0.1811490723766935,0.145918833373257,,,1.999960000799984e-05,19.22928263695213
d_avg,229.0,0.32624567640607,0.1812722880724535,0.1449733883336165,,,1.999960000799984e-05,19.22928263695213
d_avg,230.0,0.3175229022710064,0.182636238955447,0.1348866633155594,,,1.999960000799984e-05,19.22928263695213
d_avg,231.0,0.3169004157967343,0.1824453959315158,0.1344550198652184,,,1.999960000799984e-05,19.22928263695213
d_avg,232.0,0.3130933616426412,0.1821539773621278,0.1309393842805133,,,1.999960000799984e-05,19.22928263695213
d_avg,233.0,0.3254667526395223,0.18348503633528,0.1419817163042422,,,1.999960000799984e-05,19.22928263695213
d_avg,234.0,0.3262660110791738,0.1797952627098558,0.146470748369318,,,1.999960000799984e-05,19.22928263695213
d_avg,235.0,0.3254955119047423,0.1826223586716741,0.1428731532330682,,,1.999960000799984e-05,19.22928263695213
d_avg,236.0,0.3194348969376689,0.183258535652079,0.1361763612855898,,,1.999960000799984e-05,19.22928263695213
d_avg,237.0,0.3275581837072707,0.1819265945525996,0.145631589154671,,,1.999960000799984e-05,19.22928263695213
d_avg,238.0,0.3056463675221709,0.1837196953821031,0.1219266721400678,,,1.999960000799984e-05,19.22928263695213
d_avg,239.0,0.2982610012368971,0.1819649915689089,0.1162960096679881,,,1.999960000799984e-05,19.22928263695213
d_avg,240.0,0.333170061113465,0.1804355606830523,0.1527345004304126,,,1.999960000799984e-05,19.22928263695213
d_avg,241.0,0.3163600400124665,0.1806498485914002,0.1357101914210662,,,1.999960000799984e-05,19.22928263695213
