metric,k,mean_null,mean_cluster,delta,ci_low,ci_high
d_avg,3.0,0.8164333333333333,0.719,0.09743333333333337,0.08646666666666669,0.1090358333333333
d_avg,5.0,0.8184400000000001,0.7176,0.10084000000000004,0.09209799999999996,0.10953999999999997
d_avg,7.0,0.8188142857142859,0.7162000000000001,0.10261428571428588,0.09524250000000015,0.10952892857142878
d_avg,10.0,0.81918,0.717,0.10218000000000005,0.09590874999999995,0.10846024999999988
